collector,date,sex,species,id_num,weight,adult,subadult,juvenile,M_testes_abd,M_testes_inguin,M_testes_scrot,F_vagina_imperf,F_vaging_perf,F_vagina_plug,F_nipple_sm,F_nipple_med,F_nipple_lg,F_lact_cond,F_preg_cond,condition,recap_stat,grid,trap_num,habitat
SCG,1984-06-28,M,OCHPRI,318O323,157,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,13,NaN
SCG,1984-06-28,F,OCHPRI,G4G5,143,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,1ST,NaN,34B,NaN
SCG,1984-06-28,M,OCHPRI,W2R3,170,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,NaN,29,NaN
SCG,1984-06-29,U,OCHPRI,7,50,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,26,NaN
SCG,1984-06-29,M,OCHPRI,R720,161,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FLEA,1ST,NaN,65,NaN
SCG,1984-07-04,F,OCHPRI,YO706,190,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NNN,NaN,14,NaN
SCG,1984-07-04,F,OCHPRI,312W,170,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FLEA,NNN,NaN,14,NaN
RICK,1984-07-04,U,OCHPRI,10,64,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,PIKA,69,TALU
SCG,1984-07-04,F,OCHPRI,B89,129,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,1ST,PIKA,18,TALU
BROWN,1984-07-04,F,PERMAN,211,20,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FFA,5,FELL
BROWN,1984-07-04,M,PERMAN,213,16,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,A7,FELL
MERI,1984-07-04,M,PERMAN,208,20.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,J10,FELL
WALAND,1984-07-04,F,PERMAN,204,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,F3,FELL
BROWN,1984-07-04,F,PERMAN,215,29,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,FLEA,NNN,FOOD,B4,FELL
WALAND,1984-07-04,M,PERMAN,216,20.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,I8,FELL
WALAND,1984-07-05,F,MICMON,229,32,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,GOOD,NNN,FFSM,G8,FELL
BROWN,1984-07-05,M,PERMAN,213,18.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFA,4,FELL
WALAND,1984-07-05,F,PERMAN,204,30,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FFA,11,FELL
BROWN,1984-07-05,F,PERMAN,233,22,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,VAGI,NNN,FFSM,J9,FELL
BROWN,1984-07-05,M,PERMAN,228,20,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,YRT,FFSM,F1,FELL
BROWN,1984-07-05,M,PERMAN,208,21,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DAMP,NNN,FFSM,H5,FELL
BROWN,1984-07-05,M,PERMAN,227,19.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,PODA,NNN,FFSM,C10,FELL
WALAND,1984-07-05,F,PERMAN,211,18.5,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,B7,FELL
WALAND,1984-07-05,M,PERMAN,231,19.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,FFSM,J1,FELL
WALAND,1984-07-05,M,PERMAN,232,13,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,I9,FELL
BROWN,1984-07-05,F,PERMAN,218,22,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,GOOD,NNN,FOOD,A6,FELL
BROWN,1984-07-05,F,PERMAN,215,22,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,DAMP,NNN,FOOD,C5,FELL
BROWN,1984-07-05,M,PERMAN,220,21.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,FOOD,E10,FELL
BROWN,1984-07-05,M,PERMAN,222,19.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,G8,FELL
BROWN,1984-07-05,F,PERMAN,224,17.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,I8,FELL
BROWN,1984-07-05,M,PERMAN,225,20,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,I10,FELL
WALAND,1984-07-05,M,PERMAN,217,8,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,A3,FELL
WALAND,1984-07-05,M,PERMAN,216,20,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,A7,FELL
WALAND,1984-07-05,F,PERMAN,219,21,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,GOOD,NNN,FOOD,C10,FELL
WALAND,1984-07-05,M,PERMAN,221,11.5,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,F1,FELL
WALAND,1984-07-05,F,PERMAN,223,13.5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,H2,FELL
WALAND,1984-07-05,M,PERMAN,226,22.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,J10,FELL
BROWN,1984-07-06,M,PERMAN,213,16,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,D10,FELL
BROWN,1984-07-06,M,PERMAN,232,12.5,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,D7,FELL
BROWN,1984-07-06,F,PERMAN,233,22,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,GOOD,NNN,FFSM,J5,FELL
BROWN,1984-07-06,M,PERMAN,208,21.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,J10,FELL
WALAND,1984-07-06,F,PERMAN,211,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,GOES,NNN,FFSM,B6,FELL
WALAND,1984-07-06,M,PERMAN,234,12,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,B7,FELL
WALAND,1984-07-06,M,PERMAN,228,16.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,F1,FELL
WALAND,1984-07-06,M,PERMAN,235,19.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFSM,J8,FELL
BROWN,1984-07-06,F,PERMAN,218,24,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,GOOD,NNN,FOOD,A8,FELL
BROWN,1984-07-06,F,PERMAN,215,24,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,GOOD,NNN,FOOD,D9,FELL
RNB,1984-07-06,M,PERMAN,237,18,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GODA,1ST,FOOD,E6,FELL
RNB,1984-07-06,M,PERMAN,221,12.5,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,H2,FELL
RNB,1984-07-06,F,PERMAN,224,19.5,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GODA,NNN,FOOD,I9,FELL
WALAND,1984-07-06,F,PERMAN,236,8.5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,1ST,FOOD,C3,FELL
WALAND,1984-07-06,F,PERMAN,238,11,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,1ST,FOOD,H7,FELL
WALAND,1984-07-06,F,PERMAN,223,13,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,I1,FELL
WALAND,1984-07-06,M,PERMAN,226,19,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,J10,FELL
WALAND,1984-07-06,M,PERMAN,216,22.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FOOD,A9,FELL
WALAND,1984-07-06,F,PERMAN,219,26,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,1,NaN,GOOD,NNN,FOOD,B10,FELL
RNB,1984-07-12,F,OCHPRI,7,74,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NNN,NaN,56,NaN
RNB,1984-07-12,M,OCHPRI,10,79,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,27,NaN
RNB,1984-07-12,F,OCHPRI,Y736O706,183,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NNN,NaN,7,NaN
RNB,1984-07-12,F,OCHPRI,G462303,166,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NNN,NaN,3,NaN
SCG,1984-07-12,F,OCHPRI,G1314,92,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,73,NaN
SCG,1984-07-12,M,OCHPRI,1,129,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,17,NaN
SCG,1984-07-12,M,OCHPRI,B89,150,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,18,NaN
SCG,1984-07-12,U,OCHPRI,15,65,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,14,NaN
SCG,1984-07-12,F,OCHPRI,312W,166,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,16,NaN
SCG,1984-07-12,F,OCHPRI,B12811,149,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,NaN,34,NaN
SCG,1984-07-13,F,OCHPRI,Y17G18,111,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,65,NaN
SCG,1984-07-13,M,OCHPRI,16,98,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,66,NaN
RNB,1984-07-17,M,OCHPRI,R720,167,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,27,NaN
SCG,1984-07-17,F,OCHPRI,R24,75,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,75,NaN
SCG,1984-07-17,M,OCHPRI,O2126,117,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,5,NaN
SCG,1984-07-17,M,OCHPRI,27,81,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,33,NaN
SCG,1984-07-17,M,OCHPRI,1Y22,133,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,18,NaN
SCG,1984-07-17,M,OCHPRI,W20,84,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,NNN,NaN,69,NaN
SCG,1984-07-17,M,OCHPRI,16O11,103,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,66,NaN
SCG,1984-07-17,M,OCHPRI,B28Y29,81,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,34,NaN
SCG,1984-07-17,U,OCHPRI,23,67,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,20,NaN
SCG,1984-07-17,U,OCHPRI,27B38,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,NaN,33B,NaN
SCG,1984-07-17,F,OCHPRI,YO,183,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,12,NaN
SCG,1984-07-17,F,OCHPRI,G303,171,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,5,NaN
SCG,1984-07-17,F,OCHPRI,311W,169,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,31B,NaN
SCG,1984-07-17,F,OCHPRI,401,187,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,DEN,NaN
SCG,1984-07-17,F,OCHPRI,G4G19,144,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,LITT,YRT,NaN,34B,NaN
SCG,1984-07-17,F,OCHPRI,312W,162,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,68,NaN
SCG,1984-07-17,M,OCHPRI,318O,152,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,25,NaN
SCG,1984-07-18,F,OCHPRI,W257,87,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,50,NaN
SCG,1984-07-18,F,OCHPRI,312W,161,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NNN,NaN,24,NaN
SCG,1984-07-18,M,OCHPRI,R30G31,152,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,70,NaN
BROWN,1984-07-18,F,PERMAN,953,17.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NNN,D1,B1,FELL
BROWN,1984-07-18,F,PERMAN,956,22,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NNN,D1,C9,FELL
BROWN,1984-07-18,M,PERMAN,935,23.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D1,C7,FELL
BROWN,1984-07-18,M,PERMAN,941,21,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,D1,D5,FELL
BROWN,1984-07-18,M,PERMAN,955,21,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D1,D8,FELL
BROWN,1984-07-18,F,PERMAN,958,19.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NNN,D1,H10,FELL
BROWN,1984-07-18,M,PERMAN,959,18.5,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,D1,J7,FELL
RICK,1984-07-19,M,OCHPRI,B305O306,152,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,19B,NaN
SCG,1984-07-19,F,OCHPRI,B35Y36,113,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,64,NaN
SCG,1984-07-19,M,OCHPRI,Y37,87,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,74B,NaN
SCG,1984-07-19,M,OCHPRI,Y32R33,161,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,33B,NaN
SCG,1984-07-19,M,OCHPRI,34,190,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,NNN,NaN,28B,NaN
SCG,1984-07-19,M,OCHPRI,WR,180,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,29,NaN
WALAND,1984-07-19,M,PERMAN,941,22,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,D1,D5,FELL
WALAND,1984-07-19,M,PERMAN,959,22,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D1,D3,FELL
WALAND,1984-07-19,M,PERMAN,935,28,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D1,D8,FELL
WALAND,1984-07-19,F,PERMAN,956,30,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,GOOD,NNN,D1,C9,FELL
WALAND,1984-07-19,U,PERMAN,NaN,34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ESCA,NNN,D1,C6,FELL
RNB,1984-07-20,F,OCHPRI,R6,85,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DAMP,1ST,NaN,76,NaN
RNB,1984-07-20,M,OCHPRI,O39,105,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,20,NaN
RNB,1984-07-20,U,OCHPRI,B28Y29,84,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,34,NaN
RNB,1984-07-20,U,OCHPRI,41,53,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,33B,NaN
RNB,1984-07-20,F,OCHPRI,401,196,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,FLEA,NNN,NaN,23,NaN
RNB,1984-07-20,F,OCHPRI,312W707,160,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,GOOD,NNN,NaN,24,NaN
RNB,1984-07-20,M,OCHPRI,B8,162,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,20,NaN
WALAND,1984-07-20,M,PERMAN,955,23,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D1,G2,FELL
WALAND,1984-07-20,F,PERMAN,953,18.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,GOOD,NNN,D1,C6,FELL
WALAND,1984-07-20,F,PERMAN,956,24,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,GOOD,NNN,D1,D10,FELL
WALAND,1984-07-20,M,PERMAN,959,20,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D1,E6,FELL
SCG,1984-07-24,U,OCHPRI,O42,78,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1ST,NaN,75,NaN
RNB,1984-07-25,F,MICLON,246,24,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NNN,PSM,45,TAME
RNB,1984-07-25,F,MICLON,256,32,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,VAGI,NNN,PSM,81,NaN
RNB,1984-07-25,M,MICLON,255,20,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PSM,67,NaN
SCG,1984-07-25,F,OCHPRI,W257,100,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,49,NaN
SCG,1984-07-25,F,OCHPRI,B35Y36,124,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,64,NaN
SCG,1984-07-25,M,OCHPRI,W20Y45,107,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,NaN,37,NaN
SCG,1984-07-25,M,OCHPRI,R24R44,96,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,NaN,75,NaN
SCG,1984-07-25,M,OCHPRI,Y36Y47,96,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,NNN,NaN,16B,NaN
SCG,1984-07-25,M,OCHPRI,27B38,88,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,33B,NaN
SCG,1984-07-25,M,OCHPRI,46,93,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,NaN,20,NaN
SCG,1984-07-25,M,OCHPRI,1Y22,137,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,17,NaN
SCG,1984-07-25,F,OCHPRI,B48,145,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,66,NaN
SCG,1984-07-25,F,OCHPRI,G4G19,149,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,NaN,65,NaN
RNB,1984-07-25,F,PERMAN,252,29,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NNN,PIKA,50,MEAD
RNB,1984-07-25,M,PERMAN,253,20.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,60,DRME
RNB,1984-07-25,M,PERMAN,254,18.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,52,ROCK
RNB,1984-07-25,M,PERMAN,239,17.7,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TAIL,NNN,PSM,8,TALU
RNB,1984-07-25,F,PERMAN,243,23.7,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,NNN,PSM,9,DRME
RNB,1984-07-25,F,PERMAN,244,12,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,DAMP,NNN,PSM,20,TALU
RNB,1984-07-25,F,PERMAN,245,23.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,GOOD,NNN,PSM,11,MEAD
WALAND,1984-07-25,F,THOTAL,664,122,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,SADD,233,NaN
BROWN,1984-07-26,M,MICLON,258,20,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PSM,63,ROCK
RICK,1984-07-26,F,OCHPRI,G18,142,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,65,NaN
BROWN,1984-07-26,M,PERMAN,239,19,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TAIL,NNN,PSM,19,DRME
BROWN,1984-07-26,F,PERMAN,246,26.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NNN,PSM,64,ROCK
