collector,date,sex,species,id_num,weight,adult,subadult,juvenile,M_testes_abd,M_testes_inguin,M_testes_scrot,F_vagina_imperf,F_vaging_perf,F_vagina_plug,F_nipple_sm,F_nipple_med,F_nipple_lg,F_lact_cond,F_preg_cond,condition,recap_stat,grid,trap_num,habitat
GOLIAN,1982-08-05,M,OCHPRI,O450B451,122,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,NaN,NaN,NaN
INGRAH,1982-08-05,M,PERMAN,107,16,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFA,12,FFCP
INGRAH,1982-08-05,F,PERMAN,106,23,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,YYY,FFA,22,FFCP
INGRAH,1982-08-05,U,SOREXS,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,DMA,3,DMKO
HAUSE,1982-08-05,F,THOTAL,NaN,102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,16,NaN,GEUM
HAUSE,1982-08-05,F,THOTAL,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,73,NaN,GEUM
INGRAH,1982-08-05,F,VOLESP,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,MMA,7,MOME
BEAUPR,1982-08-06,M,PERMAN,334394,22.3,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,D1-S,NaN,NaN
BEAUPR,1982-08-06,F,PERMAN,338,25.8,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YRT,D1-S,NaN,NaN
BEAUPR,1982-08-06,M,PERMAN,336,20.3,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,D1-S,NaN,NaN
BEAUPR,1982-08-06,F,PERMAN,332,24.5,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,D1-S,NaN,NaN
BEAUPR,1982-08-06,F,PERMAN,332,23.5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,GOOD,YYY,D1-S,NaN,NaN
FRUTH,1982-08-06,F,PERMAN,393,18.1,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,D1-S,NaN,NaN
XXXXXX,1982-08-06,F,PERMAN,NaN,18,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NEW,D1-S,NaN,NaN
INGRAH,1982-08-06,M,PERMAN,105,19.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FFA,6,FFCP
INGRAH,1982-08-06,F,PERMAN,106,23.5,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FFA,21,FFCP
BEAUPR,1982-08-07,M,PERMAN,394,22.7,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,D1-S,NaN,NaN
BEAUPR,1982-08-07,F,PERMAN,332,23,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,GOOD,YYY,D1-S,NaN,NaN
BEAUPR,1982-08-07,M,PERMAN,332,23,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NNN,D1-S,NaN,NaN
BEAUPR,1982-08-07,F,PERMAN,332,23,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,GOOD,YYY,D1-S,NaN,NaN
FRUTH,1982-08-07,M,PERMAN,334,20.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOEA,YYY,D1-S,NaN,NaN
FRUTH,1982-08-07,M,PERMAN,392,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ESCA,NEW,D1-S,NaN,NaN
FRUTH,1982-08-07,F,PERMAN,338,24.2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,D1-S,NaN,NaN
FRUTH,1982-08-07,M,PERMAN,337,18.8,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,ED1,D2,TRIF
BEAUPR,1982-08-07,F,PERMAN,338,23.5,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,NaN,NaN
FRUTH,1982-08-07,M,PERMAN,336,18.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NOSE,YYY,RED1,D9,TRIF
FRUTH,1982-08-08,M,PERMAN,392,15.3,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,D1-S,NaN,NaN
FRUTH,1982-08-08,M,PERMAN,394,20,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,D1-S,NaN,NaN
OZANNE,1982-08-08,F,PERMAN,338,21.2,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,D1-S,NaN,NaN
OZANNE,1982-08-08,M,PERMAN,391,13.7,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NEW,D1-S,NaN,NaN
OZANNE,1982-08-08,M,PERMAN,390,15.5,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,D1-S,NaN,NaN
GOLIAN,1982-08-10,M,OCHPRI,W393Y394,182,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,14,NaN
GOLIAN,1982-08-10,M,OCHPRI,W393Y394,182,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,NaN,27,NaN
GOLIAN,1982-08-10,M,OCHPRI,O452Y453,98,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,NaN,32,NaN
GOLIAN,1982-08-10,M,OCHPRI,W434R435,142,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,26,NaN
GOLIAN,1982-08-10,M,OCHPRI,456,112,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,21,NaN
GOLIAN,1982-08-10,M,OCHPRI,O448G449,115,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,22,NaN
GOLIAN,1982-08-10,M,OCHPRI,O450B451,125,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,6,NaN
GOLIAN,1982-08-10,M,OCHPRI,G457G458,126,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,NaN,61,NaN
GOLIAN,1982-08-10,M,OCHPRI,B426O427,100,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,15,NaN
GOLIAN,1982-08-10,M,OCHPRI,O454W455,92,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,NaN,66,NaN
GOLIAN,1982-08-10,M,OCHPRI,B429,130,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,38,NaN
GOLIAN,1982-08-10,M,OCHPRI,B420,115,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,20,NaN
GOLIAN,1982-08-10,F,OCHPRI,425,200,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,17,NaN
GOLIAN,1982-08-10,F,OCHPRI,Y231O402,120,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,31,NaN
GOLIAN,1982-08-10,F,OCHPRI,R438Y439,115,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,55,NaN
GOLIAN,1982-08-10,F,OCHPRI,O445,102,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,58,NaN
GOLIAN,1982-08-10,F,OCHPRI,442W443,125,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,59,NaN
INGRAH,1982-08-11,M,MICLON,110,20,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FAIR,NNN,PIKA,68,NaN
INGRAH,1982-08-11,F,MICLON,113,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,64,NaN
INGRAH,1982-08-11,F,MICLON,NaN,35,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,DEAD,NNN,PIKA,71,NaN
INGRAH,1982-08-11,F,MICLON,NaN,30,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,DEAD,NNN,PIKA,56,NaN
KAPLAN,1982-08-11,M,MICMON,108,28,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFA,12,FELL
GOLIAN,1982-08-11,M,OCHPRI,401,165,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,14,NaN
GOLIAN,1982-08-11,M,OCHPRI,G406,152,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EARS,NNN,NaN,21,NaN
GOLIAN,1982-08-11,M,OCHPRI,R338,160,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,29,NaN
GOLIAN,1982-08-11,M,OCHPRI,R446B447,115,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,14,NaN
GOLIAN,1982-08-11,M,OCHPRI,G459W460,80,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,NaN,71,NaN
GOLIAN,1982-08-11,F,OCHPRI,440G441,138,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,70,NaN
GOLIAN,1982-08-11,F,OCHPRI,461,120,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,64,NaN
KAPLAN,1982-08-11,M,PERMAN,109,23.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FF,E10,FELL
KAPLAN,1982-08-11,M,PERMAN,725,21,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FF,A3,FELL
KAPLAN,1982-08-11,M,PERMAN,105,17.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FFSM,F7,FELL
INGRAH,1982-08-11,M,PERMAN,111,15,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,31,NaN
INGRAH,1982-08-11,M,PERMAN,112,18.5,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,61,NaN
HAUSE,1982-08-11,F,THOTAL,NaN,102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,16,NaN,NaN
HAUSE,1982-08-11,F,THOTAL,NaN,107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,53,NaN,GEUM
INGRAH,1982-08-12,M,MICLON,115,25.5,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DAMP,NNN,PIKA,37,NaN
INGRAH,1982-08-12,M,MICLON,117,43,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DAMP,NNN,PIKA,38,NaN
INGRAH,1982-08-12,M,MICLON,119,25,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,POOR,NNN,PIKA,16,NaN
INGRAH,1982-08-12,M,MICLON,116,14.5,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DAMP,NNN,PIKA,31,NaN
INGRAH,1982-08-12,M,MICLON,120,13,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,27,NaN
INGRAH,1982-08-12,F,MICLON,NaN,12.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,74,NaN
INGRAH,1982-08-12,M,PERMAN,105,19,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FF,B5,FELL
INGRAH,1982-08-12,F,PERMAN,114,15,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FF,A-5,FELL
INGRAH,1982-08-12,U,PERMAN,106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,FF,E2,FELL
INGRAH,1982-08-12,U,PERMAN,725,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,FF,B-5,FELL
INGRAH,1982-08-12,M,PERMAN,111,16.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,18,NaN
INGRAH,1982-08-12,M,PERMAN,112,19.5,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,51,NaN
INGRAH,1982-08-12,M,PERMAN,118,19.5,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,26,NaN
HAUSE,1982-08-12,F,THOTAL,NaN,102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,16,NaN,GEUM
INGRAH,1982-08-12,M,VOLESP,NaN,10.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,33,NaN
INGRAH,1982-08-12,M,VOLESP,NaN,10,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,36,NaN
KAPLAN,1982-08-13,M,MARFLA,139,2100,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,Y81,PIKA,1,NaN
KAPLAN,1982-08-13,F,MARFLA,107108,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,PIKA,13,NaN
KAPLAN,1982-08-13,F,MARFLA,226,2260,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,Y81,PIKA,1,NaN
INGRAH,1982-08-13,M,MICLON,123,20.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,50,TRIF
INGRAH,1982-08-13,M,MICLON,124,15,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,84,GEBT
INGRAH,1982-08-13,F,MICLON,122,24,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,32,TALU
INGRAH,1982-08-13,F,MICLON,121,9.5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,25,GETA
INGRAH,1982-08-13,M,MICLON,126,11.5,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,6,TAAR
INGRAH,1982-08-13,M,MICMON,125,17,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FF,I02,FELL
GOLIAN,1982-08-13,M,OCHPRI,B421,140,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,56,NaN
GOLIAN,1982-08-13,F,OCHPRI,G462B463,70,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,NaN,20,NaN
INGRAH,1982-08-13,M,PERMAN,105,18.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FF,F-7,FELL
INGRAH,1982-08-13,M,PERMAN,109,20.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FF,C-8,FELL
INGRAH,1982-08-13,F,PERMAN,114,17,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FF,H10,FELL
INGRAH,1982-08-13,F,PERMAN,106,17.5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,EARS,YYY,FF,B-2,FELL
INGRAH,1982-08-13,M,PERMAN,111,14.5,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,7,TALU
INGRAH,1982-08-13,M,PERMAN,111,18,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DAMP,NNN,PIKA,8,NaN
INGRAH,1982-08-13,M,PERMAN,112,19,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,15,TAAC
INGRAH,1982-08-13,U,PERMAN,118,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ESCA,YYY,PIKA,60,TALU
INGRAH,1982-08-13,M,VOLESP,116,20,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,YYY,PIKA,21,NaN
INGRAH,1982-08-13,M,VOLESP,NaN,9,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,5,NaN
INGRAH,1982-08-13,M,VOLESP,NaN,8,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,36,NaN
INGRAH,1982-08-13,U,VOLESP,NaN,11.5,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,PIKA,36,NaN
INGRAH,1982-08-14,M,MICLON,128,49,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,56,TALU
INGRAH,1982-08-14,M,MICLON,130,15.5,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,53,NaN
INGRAH,1982-08-14,M,PERMAN,105,19.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FF,A-4,FELL
INGRAH,1982-08-14,M,PERMAN,109,23.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,FF,G10,FELL
INGRAH,1982-08-14,F,PERMAN,114,17.5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,FF,F10,FELL
INGRAH,1982-08-14,M,PERMAN,112,21,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,61,NaN
INGRAH,1982-08-14,F,PERMAN,129,22.5,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,88,NaN
INGRAH,1982-08-14,F,PERMAN,127,13.5,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,51,NaN
INGRAH,1982-08-14,U,PERMAN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOES,NNN,PIKA,21,ACOM
INGRAH,1982-08-14,U,PERMAN,111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,YYY,PIKA,15,NaN
INGRAH,1982-08-14,U,PERMAN,118,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,YYY,PIKA,35,NaN
KAPLAN,1982-08-15,U,MARFLA,103104,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOES,YYY,PIKA,15,NaN
KAPLAN,1982-08-15,F,MICMON,NaN,9.5,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,SM,F08,MOME
KAPLAN,1982-08-15,M,MICMON,131,29,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,SM,B10,MOME
KAPLAN,1982-08-16,M,SOREXS,NaN,6,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,SM,L8,SHTU
HAUSE,1982-08-16,F,THOTAL,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,16,NaN,GEUM
GOLIAN,1982-08-17,M,MARFLA,145149,2100,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,NaN,NaN,TAST
GOLIAN,1982-08-17,M,MARFLA,227228,2600,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,NaN,NaN,TAST
GOLIAN,1982-08-17,F,MARFLA,229,3600,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,NaN,NaN,TAST
GOLIAN,1982-08-17,F,OCHPRI,425,168,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NNN,NaN,18,NaN
GOLIAN,1982-08-17,U,OCHPRI,G465O466,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NEW,NaN,35,NaN
HAUSE,1982-08-17,F,THOTAL,NaN,96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YYY,16,NaN,GEUM
HAUSE,1982-08-17,F,THOTAL,NaN,105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,29,NaN,NaN
SAYRE,1982-08-17,M,VOLESP,NaN,33,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DEAD,NNN,SM,K02,SALI
HARDES,1982-08-18,F,MARFLA,L140,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOES,NNN,NaN,NaN,NaN
INGRAH,1982-08-18,F,PERMAN,114,19,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,YYY,DMA,1,DRME
INGRAH,1982-08-18,M,PERMAN,105R136L,19.5,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,YRT,FFA,24,FELL
INGRAH,1982-08-18,M,PERMAN,134,15,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,FFA,4,FELL
INGRAH,1982-08-18,F,PERMAN,135,19.5,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,1,NaN,NaN,GOEA,NNN,FFA,25,FELL
INGRAH,1982-08-18,M,PERMAN,132,19,1,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,85,NaN
INGRAH,1982-08-18,M,PERMAN,133,19.5,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GOOD,NNN,PIKA,45,NaN
INGRAH,1982-08-18,F,PERMAN,129,23,NaN,1,NaN,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,GOOD,YYY,PIKA,87,NaN
